"uniqueID","mediaTitle","category","year","countryOrigin","genre","peopleScore","criticScore","tconst","parentTitle"
"sqs111800046m4","After Hours (S01, Ep8)","Television",2015,"USA","Comedy",7.9,4,NA,"Red Oaks"
"sqs111800047m4","The Bar Mitzvah (S01, Ep9)","Television",2015,"USA","Comedy",7.9,4,NA,"Red Oaks"
"sqs111800048m4","Labor Day Luau (S01, Ep10)","Television",2015,"USA","Comedy",7.9,4,NA,"Red Oaks"
"sqs111800059m4","June (Ep1)","Television",2018,"USA","Drama",8.6,4.3,NA,"The Handmaid's Tale S02"
"sqs111800060m4","Unwomen (Ep2)","Television",2018,"USA","Drama",8.6,4.3,NA,"The Handmaid's Tale S02"
"sqs111800061m4","Baggage (Ep3)","Television",2018,"USA","Drama",8.6,4.3,NA,"The Handmaid's Tale S02"
"sqs111800062m4","Other Women (Ep4)","Television",2018,"USA","Drama",8.6,4.3,NA,"The Handmaid's Tale S02"
"sqs111800063m4","Seeds (Ep5)","Television",2018,"USA","Drama",8.6,4.3,NA,"The Handmaid's Tale S02"
"sqs111800064m4","First Blood (Ep6)","Television",2018,"USA","Drama",8.6,4.3,NA,"The Handmaid's Tale S02"
"sqs111800065m4","After (Ep7)","Television",2018,"USA","Drama",8.6,4.3,NA,"The Handmaid's Tale S02"
"sqs111800066m4","Women's Work (Ep8)","Television",2018,"USA","Drama",8.6,4.3,NA,"The Handmaid's Tale S02"
"sqs111800067m4","Smart Power (Ep9)","Television",2018,"USA","Drama",8.6,4.3,NA,"The Handmaid's Tale S02"
"sqs111800068m4","The Last Ceremony (Ep10)","Television",2018,"USA","Drama",8.6,4.3,NA,"The Handmaid's Tale S02"
"sqs111800069m4","Holly (Ep11)","Television",2018,"USA","Drama",8.6,4.3,NA,"The Handmaid's Tale S02"
"sqs111800070m4","Postpartum (Ep12)","Television",2018,"USA","Drama",8.6,4.3,NA,"The Handmaid's Tale S02"
"sqs111800071m4","The Word (Ep13)","Television",2018,"USA","Drama",8.6,4.3,NA,"The Handmaid's Tale S02"
