"uniqueID","mediaTitle","category","year","countryOrigin","genre","peopleScore","criticScore","tconst","parentTitle"
"sqs111800121m4","Ep 26 Deep in the Realm of Conscience","Television",2018,"HKG","Drama",7,3.5,NA,"Deep in the Realm of Conscience 宮心計2深宫计"
"sqs111800129m4","Ep 34 Deep in the Realm of Conscience","Television",2018,"HKG","Drama",7,3.5,NA,"Deep in the Realm of Conscience 宮心計2深宫计"
"sqs111800130m4","Ep 35 Deep in the Realm of Conscience","Television",2018,"HKG","Drama",7,3.5,NA,"Deep in the Realm of Conscience 宮心計2深宫计"
"sqs111800131m4","Ep 36 Deep in the Realm of Conscience","Television",2018,"HKG","Drama",7,3.5,NA,"Deep in the Realm of Conscience 宮心計2深宫计"
"sqs111800132m4","Ethan Juan (Ep721)","Television",2017,"TAI","Variety & Game Shows",0,3.2,NA,"Happy Camp 快樂大本營"
"sqs111800133m4","S01 Ep 4 Keep Running","Television",2017,"CHN","Variety & Game Shows",8.9,4.5,NA,"Keep Running S01 奔跑吧 1"
"sqs111800134m4","S01 Ep 5 Keep Running","Television",2017,"CHN","Variety & Game Shows",8.9,4.5,NA,"Keep Running S01 奔跑吧 1"
"sqs111800135m4","Ep 9 Incredible Hidden Gems","Television",2016,"CHN","Travel",0,3.6,NA,"The Incredible Hidden Gems 秘境不思溢S2"
"sqs111800136m4","William Chan (Ep4)","Television",2017,"CHN","Travel",0,3.4,NA,"Chef Nic S04"
"sqs111800137m4","July 22, 2018 episode featuring the cast of Mission...","Television",2017,"KOR","Variety & Game Shows",8.9,4.5,NA,"Running Man 런닝맨"
"sqs111800138m4","Ep 325","Television",2017,"KOR","Variety & Game Shows",8.2,4.1,NA,"Law of the Jungle 정글의 법칙"
"sqs111800139m4","少年探偵団の雨宿り The Detective Boys Get Out...","Television",2017,"JPN","Animation",8.4,4.2,NA,"Detective Conan 名探偵コナン"
"sqs111800140m4","潮入り公園逆転事件 The Tidal Park Comeback Case","Television",2017,"JPN","Animation",8.4,4.2,NA,"Detective Conan 名探偵コナン"
"sqs111800141m4","Murder on the Mountain (Ep3)","Television",2017,"USA","History",7.9,4,NA,"Dian Fossey: Secrets in the Mist"
"sqs111800142m4","Living It / Adventures","Television",2018,"FRA","Documentary",0,3.4,NA,"Euronews"
"sqs111800143m4","Playing With Fire (Ep3)","Television",2018,"GBR","Science & Tech",8.5,4.3,NA,"From Ice To Fire: The Incredible Science of Temperature"
"sqs111800144m4","The Gangetic Plain (Ep2)","Television",2017,"GBR","Travel",7.5,3.8,NA,"The Ganges with Sue Perkins"
"sqs111800145m4","Hot Wheels 50th Anniversary Special","Television",2018,"USA","History",0,4.1,NA,"Hot Wheels 50th Anniversary Special"
"sqs111800146m4","Network Nation (Ep2)","Television",2017,"SGP","Science & Tech",6,3,NA,"How China Works S02"
"sqs111800147m4","Foosball Tables, Marseilles Soap, Laguiole Pocket...","Television",2017,"CAN","Science & Tech",7.8,3.9,NA,"How It's Made S15"
"sqs111800148m4","Blood Rivals (Ep3)","Television",2017,"USA","Nature & the Environment",9.2,4.6,NA,"Lion Kingdom"
"sqs111800149m4","Global Water Wars (Ep3)","Television",2017,"USA","Infotainment",8,4,NA,"Parched"
"sqs111800150m4","Beirut (Ep2)","Television",2018,"GBR","Travel",0,4.2,NA,"Secret Cities S02"
"sqs111800151m4","She Started It","Television",2016,"FRA","Business",7.8,3.9,NA,"She Started It"
"sqs111800152m4","Tales from the Tomb (Ep3)","Television",2018,"USA","History",0,3.9,NA,"Tut's Treasures: Hidden Secrets"
"sqs111800153m4","World's Tiniest Masterpieces","Television",2018,"USA","Arts, Music & Culture",0,4.2,NA,"World's Tiniest Masterpieces"
"sqs111800154m4","Go Fly a Kite (Ep6)","Television",2017,"USA","Reality",6.7,3.4,NA,"Cake Boss S09"
"sqs111800155m4","Malaysia (Ep3)","Television",2016,"HKG","Travel",0,3.9,NA,"Gok's Chinese Takeaway"
"sqs111800156m4","Secrets of the Chocolate Factory: Inside Cadbury's","Television",2018,"GBR","Food",0,3.8,NA,"Secrets of the Chocolate Factory: Inside Cadbury's"
"sqs111800157m4","Dishing Up Dreams (S01, Ep1)","Television",2017,"USA","Infotainment",8.3,4.2,NA,"Top Chef Junior"
"sqs111800158m4","Food Truck Frenzy (S01, Ep2)","Television",2017,"USA","Infotainment",8.3,4.2,NA,"Top Chef Junior"
"sqs111800159m4","Battle of the Buds (S01, Ep3)","Television",2017,"USA","Infotainment",8.3,4.2,NA,"Top Chef Junior"
"sqs111800160m4","Nashville (Ep2)","Television",2015,"USA","Travel",8.6,4.3,NA,"Anthony Bourdain: Parts Unknown S08"
"sqs111800161m4","Inside the NBA vs. MLB All-Stars / Jennings vs...","Television",2018,"USA","Variety & Game Shows",6.1,3.1,NA,"Celebrity Family Feud S04"
"sqs111800162m4","Show 12","Television",2018,"GBR","Infotainment",8.3,4.2,NA,"The Graham Norton Show S23"
"sqs111800163m4","Hair Today, Gone Tomorrow (Ep4)","Television",2017,"USA","Reality",6.4,3.2,NA,"Making a Model with Yolanda Hadid"
"sqs111800164m4","Meet Your Makers (S01, Ep1)","Television",2018,"USA","Variety & Game Shows",7.2,3.6,NA,"Making It"
"sqs111800165m4","Ep 4 Salvage Hunters","Television",2017,"GBR","Infotainment",7.7,3.9,NA,"Salvage Hunters S11"
"sqs111800166m4","Ep 1 Top Gear","Television",2018,"GBR","Infotainment",8.8,4.4,NA,"Top Gear S25"
"sqs111800179m4","The Wellness Revolution (Ep4)","Television",2018,"USA","Infotainment",0,3.8,NA,"Business Traveller"
"sqs111800167m4","Fogo Island Inn, Canada (Ep5)","Television",2017,"GBR","Travel",8,4,NA,"Amazing Hotels: Life Beyond the Lobby"
"sqs111800168m4","Captains (Ep4)","Television",2017,"GBR","Sports",0,4.2,NA,"Football Countdowns"
"sqs111800169m4","Episode 11 (2018)","Television",2018,"GBR","Sports",0,3,NA,"Gillette World Sports"
"sqs111800170m4","Episode 100","Television",2018,"GBR","Sports",0,3,NA,"Golfing World"
"sqs111800171m4","(Nov 2018 edition)","Television",2017,"SGP","Sports",0,3.9,NA,"ONE Championship In Flight"
"sqs111800172m4","Ep 13 Dragon's Den","Television",2016,"GBR","Business",7.3,3.7,NA,"Dragons' Den (UK) S13"
"sqs111800173m4","Lin Yun Ling (Ep9)","Television",2017,"SGP","Business",0,3.4,NA,"PowerList Asia S06"
"sqs111800174m4","Magnetic Force (Ep2)","Television",2018,"USA","History",6.6,3.3,NA,"Silicon Valley: The Untold Story"
"sqs111800175m4","Pearl Delta (Ep3)","Television",2017,"SGP","Business",0,3.9,NA,"Smart China: Start Up Revolutions"
"sqs111800176m4","Will a Robot Steal My Job?","Television",2017,"IRL","Business",0,4.1,NA,"Will a Robot Steal My Job?"
"sqs111800177m4","How to Raise a Super Prepared Baby (Ep3)","Television",2018,"SGP","Infotainment",0,4.2,NA,"How to Raise a Super Baby"
"sqs111800178m4","Beijing (Ep11)","Television",2017,"SGP","Food Culture",0,3.4,NA,"National Flavours 民族味"
"sqs111800011m4","Alive in Tucson (S01, Ep1)","Television",2015,"USA","Comedy",7.4,3.7,NA,"The Last Man on Earth"
"sqs111800018m4","Mooovin' In (S01, Ep8)","Television",2015,"USA","Comedy",7.4,3.7,NA,"The Last Man on Earth"
"sqs111800020m4","Pranks for Nothin' (S01, Ep10)","Television",2015,"USA","Comedy",7.4,3.7,NA,"The Last Man on Earth"
"sqs111800022m4","The Tandyman Can (S01, Ep12)","Television",2015,"USA","Comedy",7.4,3.7,NA,"The Last Man on Earth"
"sqs111800023m4","Screw the Moon (S01, Ep13)","Television",2015,"USA","Comedy",7.4,3.7,NA,"The Last Man on Earth"
"sqs111800049m4","The Rabbit Hole (S01, Ep1)","Television",2017,"USA","Drama",7,3.5,NA,"Gypsy"
"sqs111800050m4","Morgan Stop (S01, Ep2)","Television",2017,"USA","Drama",7,3.5,NA,"Gypsy"
"sqs111800051m4","Driftwood Lane (S01, Ep3)","Television",2017,"USA","Drama",7,3.5,NA,"Gypsy"
"sqs041800038m4","Where Paradise Is Home (S01, Ep1)","Television",2015,"USA","Drama",7.5,3.8,NA,"Wayward Pines"
"sqs041800039m4","Do Not Discuss Your Life Before (S01, Ep2)","Television",2015,"USA","Drama",7.5,3.8,NA,"Wayward Pines"
"sqs041800040m4","Our Town, Our Law (S01, Ep3)","Television",2015,"USA","Drama",7.5,3.8,NA,"Wayward Pines"
"sqs041800041m4","One of Our Senior Realtors Has Chosen to Retire (S01, Ep4)","Television",2015,"USA","Drama",7.5,3.8,NA,"Wayward Pines"
"sqs041800042m4","The Truth (S01, Ep5)","Television",2015,"USA","Drama",7.5,3.8,NA,"Wayward Pines"
"sqs041800043m4","Choices (S01, Ep6)","Television",2015,"USA","Drama",7.5,3.8,NA,"Wayward Pines"
"sqs041800044m4","Betrayal (S01, Ep7)","Television",2015,"USA","Drama",7.5,3.8,NA,"Wayward Pines"
"sqs041800045m4","The Friendliest Place On Earth (S01, Ep8)","Television",2015,"USA","Drama",7.5,3.8,NA,"Wayward Pines"
"sqs041800046m4","A Reckoning (S01, Ep9)","Television",2015,"USA","Drama",7.5,3.8,NA,"Wayward Pines"
"sqs041800047m4","Cycle (S01, Ep10)","Television",2015,"USA","Drama",7.5,3.8,NA,"Wayward Pines"
"sqs051800091m4","Chapter 2 (S01, Ep2)","Television",2017,"USA","Drama",8.7,4.4,NA,"Legion"
"sqs051800092m4","Chapter 3 (S01, Ep3)","Television",2017,"USA","Drama",8.7,4.4,NA,"Legion"
"sqs051800093m4","Chapter 4 (S01, Ep4)","Television",2017,"USA","Drama",8.7,4.4,NA,"Legion"
"sqs051800094m4","Chapter 5 (S01, Ep5)","Television",2017,"USA","Drama",8.7,4.4,NA,"Legion"
"sqs051800095m4","Chapter 6 (S01, Ep6)","Television",2017,"USA","Drama",8.7,4.4,NA,"Legion"
"sqs051800096m4","Chapter 7 (S01, Ep7)","Television",2017,"USA","Drama",8.7,4.4,NA,"Legion"
"sqs051800097m4","Chapter 8 (S01, Ep8)","Television",2017,"USA","Drama",8.7,4.4,NA,"Legion"
"sqs061800080m4","Mozart with the Bacon (S01, Ep8)","Television",2014,"USA","Comedy",8.2,4.1,NA,"Mozart in the Jungle"
"sqs061800017m4","The Tower (S01, Ep5)","Television",2013,"USA","Drama",8,4,NA,"Da Vinci's Demons"
"sqs061800018m4","The Devil (S01, Ep6)","Television",2013,"USA","Drama",8,4,NA,"Da Vinci's Demons"
"sqs061800019m4","The Hierophant (S01, Ep7)","Television",2013,"USA","Drama",8,4,NA,"Da Vinci's Demons"
"sqs061800020m4","The Lovers (S01, Ep8)","Television",2013,"USA","Drama",8,4,NA,"Da Vinci's Demons"
"sqs061800034m4","The Recruit (S01, Ep7)","Television",2010,"USA","Drama",7.7,3.9,NA,"Nikita"
"sqs061800035m4","Phoenix (S01, Ep8)","Television",2010,"USA","Drama",7.7,3.9,NA,"Nikita"
"sqs061800036m4","One Way (S01, Ep9)","Television",2010,"USA","Drama",7.7,3.9,NA,"Nikita"
"sqs061800037m4","Dark Matter (S01, Ep10)","Television",2010,"USA","Drama",7.7,3.9,NA,"Nikita"
"sqs061800050m4","Anger (S01, Ep8)","Television",2011,"USA","Comedy",7.8,3.9,NA,"Wilfred"
"sqs061800051m4","Compassion (S01, Ep9)","Television",2011,"USA","Comedy",7.8,3.9,NA,"Wilfred"
"sqs061800052m4","Isolation (S01, Ep10)","Television",2011,"USA","Comedy",7.8,3.9,NA,"Wilfred"
"sqs061800053m4","Doubt (S01, Ep11)","Television",2011,"USA","Comedy",7.8,3.9,NA,"Wilfred"
"sqs061800054m4","Sacrifice (S01, Ep12)","Television",2011,"USA","Comedy",7.8,3.9,NA,"Wilfred"
"sqs061800055m4","Identity (S01, Ep13)","Television",2011,"USA","Comedy",7.8,3.9,NA,"Wilfred"
"sqs071800054m4","Ep 3 Howards End","Television",2018,"GBR","Drama",7.8,3.9,NA,"McMafia"
"sqs071800055m4","Ep 4 Howards End","Television",2018,"GBR","Drama",7.8,3.9,NA,"McMafia"
"sqs081800140m4","Chapter Thirty: The Noose Tightens","Television",2017,"USA","Drama",7.8,3.9,NA,"Riverdale"
"sqs081800005m4","S01, Ep5 Gavin & Stacey","Television",2017,"USA","Comedy",8,4,NA,"Gavin & Stacey"
"sqs081800006m4","S01, Ep6 Gavin & Stacey","Television",2017,"USA","Comedy",8,4,NA,"Gavin & Stacey"
"sqs081800020m4","Traces to Nowhere (S01, Ep2)","Television",1990,"USA","Drama",8.8,4.4,NA,"Twin Peaks"
"sqs081800021m4","Zen, or the Skill to Catch a Killer (S01, Ep3)","Television",1990,"USA","Drama",8.8,4.4,NA,"Twin Peaks"
"sqs081800022m4","Rest in Pain (S01, Ep4)","Television",1990,"USA","Drama",8.8,4.4,NA,"Twin Peaks"
"sqs081800023m4","The One-Armed Man (S01, Ep5)","Television",1990,"USA","Drama",8.8,4.4,NA,"Twin Peaks"
"sqs081800024m4","Cooper's Dreams (S01, Ep6)","Television",1990,"USA","Drama",8.8,4.4,NA,"Twin Peaks"
"sqs081800039m4","Rally Cap (S01, Ep1)","Television",2017,"USA","Comedy",8.1,4.1,NA,"Brockmire"
"sqs081800040m4","Winning Streak (S01, Ep2)","Television",2017,"USA","Comedy",8.1,4.1,NA,"Brockmire"
"sqs081800041m4","Kangaroo Court (S01, Ep3)","Television",2017,"USA","Comedy",8.1,4.1,NA,"Brockmire"
"sqs081800042m4","Retaliation (S01, Ep4)","Television",2017,"USA","Comedy",8.1,4.1,NA,"Brockmire"
"sqs081800043m4","Breakout Year (S01, Ep5)","Television",2017,"USA","Comedy",8.1,4.1,NA,"Brockmire"
"sqs081800044m4","Road Trip (S01, Ep6)","Television",2017,"USA","Comedy",8.1,4.1,NA,"Brockmire"
"sqs081800045m4","Old Timers Day (S01, Ep7)","Television",2017,"USA","Comedy",8.1,4.1,NA,"Brockmire"
"sqs081800046m4","It All Comes Down to This (S01, Ep8)","Television",2017,"USA","Comedy",8.1,4.1,NA,"Brockmire"
"sqs081800025m4","Realization Time (S01, Ep7)","Television",1990,"USA","Drama",8.8,4.4,NA,"Twin Peaks"
"sqs081800026m4","The Last Evening (S01, Ep8)","Television",1990,"USA","Drama",8.8,4.4,NA,"Twin Peaks"
"sqs081800078m4","Einstein: Chapter Two (Ep2)","Television",2017,"USA","Drama",8.4,4.2,NA,"Genius: Einstein"
"sqs081800079m4","Einstein: Chapter Three (Ep3)","Television",2017,"USA","Drama",8.4,4.2,NA,"Genius: Einstein"
"sqs081800080m4","Einstein: Chapter Four (Ep4)","Television",2017,"USA","Drama",8.4,4.2,NA,"Genius: Einstein"
"sqs081800081m4","Einstein: Chapter Five (Ep5)","Television",2017,"USA","Drama",8.4,4.2,NA,"Genius: Einstein"
"sqs081800082m4","Einstein: Chapter Six (Ep6)","Television",2017,"USA","Drama",8.4,4.2,NA,"Genius: Einstein"
"sqs081800083m4","Einstein: Chapter Seven (Ep7)","Television",2017,"USA","Drama",8.4,4.2,NA,"Genius: Einstein"
"sqs081800084m4","Einstein: Chapter Eight (Ep8)","Television",2017,"USA","Drama",8.4,4.2,NA,"Genius: Einstein"
"sqs081800085m4","Einstein: Chapter Nine (Ep9)","Television",2017,"USA","Drama",8.4,4.2,NA,"Genius: Einstein"
"sqs081800086m4","Einstein: Chapter Ten (Ep10)","Television",2017,"USA","Drama",8.4,4.2,NA,"Genius: Einstein"
"sqs081800124m4","Chapter One: The River's Edge","Television",2017,"USA","Drama",7.8,3.9,NA,"Riverdale"
"sqs081800125m4","Chapter Two: A Touch Of Evil","Television",2017,"USA","Drama",7.8,3.9,NA,"Riverdale"
"sqs081800126m4","Chapter Three: Body Double","Television",2017,"USA","Drama",7.8,3.9,NA,"Riverdale"
"sqs081800127m4","Chapter Four: The Last Picture Show","Television",2017,"USA","Drama",7.8,3.9,NA,"Riverdale"
"sqs081800128m4","Chapter Five: Heart Of Darkness","Television",2017,"USA","Drama",7.8,3.9,NA,"Riverdale"
"sqs081800129m4","Chapter Six: Faster Pussycats! Kill! Kill!","Television",2017,"USA","Drama",7.8,3.9,NA,"Riverdale"
"sqs081800130m4","Chapter Seven: In a Lonely Place","Television",2017,"USA","Drama",7.8,3.9,NA,"Riverdale"
"sqs081800131m4","Chapter Eight: The Outsiders","Television",2017,"USA","Drama",7.8,3.9,NA,"Riverdale"
"sqs081800132m4","Chapter Nine: Le Grande Illusion","Television",2017,"USA","Drama",7.8,3.9,NA,"Riverdale"
"sqs081800133m4","Chapter Ten: The Lost Weekend","Television",2017,"USA","Drama",7.8,3.9,NA,"Riverdale"
"sqs081800134m4","Chapter Eleven: To Riverdale and Back","Television",2017,"USA","Drama",7.8,3.9,NA,"Riverdale"
"sqs081800135m4","Chapter Twelve: Anatomy of a Murder","Television",2017,"USA","Drama",7.8,3.9,NA,"Riverdale"
"sqs081800136m4","Chapter Thirteen: The Sweet Hereafter","Television",2017,"USA","Drama",7.8,3.9,NA,"Riverdale"
"sqs091800026m4","Sad Sack (Ep5)","Television",2004,"USA","Comedy",8.9,4.5,NA,"Arrested Development S02"
"sqs091800029m4","Queen for a Day (Ep8)","Television",2004,"USA","Comedy",8.9,4.5,NA,"Arrested Development S02"
"sqs091800030m4","Burning Love (Ep9)","Television",2004,"USA","Comedy",8.9,4.5,NA,"Arrested Development S02"
"sqs091800031m4","Ready, Aim, Marry Me! (Ep10)","Television",2004,"USA","Comedy",8.9,4.5,NA,"Arrested Development S02"
"sqs091800032m4","Out on a Limb (Ep11)","Television",2004,"USA","Comedy",8.9,4.5,NA,"Arrested Development S02"
"sqs091800033m4","Hand to God (Ep12)","Television",2004,"USA","Comedy",8.9,4.5,NA,"Arrested Development S02"
"sqs091800034m4","Motherboy XXX (Ep13)","Television",2004,"USA","Comedy",8.9,4.5,NA,"Arrested Development S02"
"sqs091800035m4","The Immaculate Election (Ep14)","Television",2004,"USA","Comedy",8.9,4.5,NA,"Arrested Development S02"
"sqs091800036m4","The Sword of Destiny (Ep15)","Television",2004,"USA","Comedy",8.9,4.5,NA,"Arrested Development S02"
"sqs091800037m4","Meat the Veals (Ep16)","Television",2004,"USA","Comedy",8.9,4.5,NA,"Arrested Development S02"
"sqs091800038m4","Spring Breakout (Ep17)","Television",2004,"USA","Comedy",8.9,4.5,NA,"Arrested Development S02"
"sqs091800039m4","Righteous Brothers (Ep18)","Television",2004,"USA","Comedy",8.9,4.5,NA,"Arrested Development S02"
"sqs091800071m4","Arrivederci, Fiero (Ep17)","Television",2006,"USA","Comedy",8.4,4.2,NA,"How I Met Your Mother S02"
"sqs091800072m4","Moving Day (Ep18)","Television",2006,"USA","Comedy",8.4,4.2,NA,"How I Met Your Mother S02"
"sqs091800073m4","Bachelor Party (Ep19)","Television",2006,"USA","Comedy",8.4,4.2,NA,"How I Met Your Mother S02"
"sqs091800074m4","Showdown (Ep20)","Television",2006,"USA","Comedy",8.4,4.2,NA,"How I Met Your Mother S02"
"sqs091800075m4","Something Borrowed (Ep21)","Television",2006,"USA","Comedy",8.4,4.2,NA,"How I Met Your Mother S02"
"sqs091800076m4","Something Blue (Ep22)","Television",2006,"USA","Comedy",8.4,4.2,NA,"How I Met Your Mother S02"
"sqs091800082m4","Thanksgiving (S01, Ep6)","Television",2011,"USA","Comedy",7.7,3.9,NA,"New Girl"
"sqs091800083m4","Bells (S01, Ep7)","Television",2011,"USA","Comedy",7.7,3.9,NA,"New Girl"
"sqs091800084m4","Bad in Bed (S01, Ep8)","Television",2011,"USA","Comedy",7.7,3.9,NA,"New Girl"
"sqs091800085m4","The 23rd (S01, Ep9)","Television",2011,"USA","Comedy",7.7,3.9,NA,"New Girl"
"sqs091800086m4","The Story of the 50 (S01, Ep10)","Television",2011,"USA","Comedy",7.7,3.9,NA,"New Girl"
"sqs091800087m4","Jess and Julia (S01, Ep11)","Television",2011,"USA","Comedy",7.7,3.9,NA,"New Girl"
"sqs091800088m4","The Landlord (S01, Ep12)","Television",2011,"USA","Comedy",7.7,3.9,NA,"New Girl"
"sqs091800089m4","Valentine's Day (S01, Ep13)","Television",2011,"USA","Comedy",7.7,3.9,NA,"New Girl"
"sqs091800090m4","Bully (S01, Ep14)","Television",2011,"USA","Comedy",7.7,3.9,NA,"New Girl"
"sqs091800091m4","Injured (S01, Ep15)","Television",2011,"USA","Comedy",7.7,3.9,NA,"New Girl"
"sqs091800092m4","Control (S01, Ep16)","Television",2011,"USA","Comedy",7.7,3.9,NA,"New Girl"
"sqs091800093m4","Fancyman (S01, Ep17)","Television",2011,"USA","Comedy",7.7,3.9,NA,"New Girl"
"sqs091800094m4","Fancyman II (S01, Ep18)","Television",2011,"USA","Comedy",7.7,3.9,NA,"New Girl"
"sqs091800095m4","Secrets (S01, Ep19)","Television",2011,"USA","Comedy",7.7,3.9,NA,"New Girl"
"sqs091800096m4","Normal (S01, Ep20)","Television",2011,"USA","Comedy",7.7,3.9,NA,"New Girl"
"sqs091800097m4","Kids (S01, Ep21)","Television",2011,"USA","Comedy",7.7,3.9,NA,"New Girl"
"sqs091800098m4","Tomatoes (S01, Ep22)","Television",2011,"USA","Comedy",7.7,3.9,NA,"New Girl"
"sqs091800099m4","Backslide (S01, Ep23)","Television",2011,"USA","Comedy",7.7,3.9,NA,"New Girl"
