"uniqueID","mediaTitle","category","year","countryOrigin","genre","peopleScore","criticScore"
"sqm081800039m4","Aruvi","Movie",2016,"IND","Drama","9.00","4.50"
"sqm081800040m4","8969","Movie",2016,"PAK","Thriller","7.80","3.90"
"sqm081800041m4","College Kumar","Movie",2017,"IND","Comedy","7.40","3.70"
"sqm081800042m4","Malli Raava","Movie",2017,"IND","Drama","8.20","4.10"
"sqm081800043m4","Nilanjana","Movie",2017,"LKA","Family","0.00","0.00"
"sqm081800044m4","Ramaleela","Movie",2017,"IND","Drama","7.50","3.80"
"sqm081800045m4","Whispering Sands","Movie",2018,"TUN","Drama","8.40","4.20"
"sqm081800078m4","15 Shorts","Movie",NA,"SGP","Drama","0.00","0.00"
"sqm081800079m4","Ah Boys to Men 4","Movie",2017,"SGP","Action","5.50","2.80"
"sqm081800233m4","The 13th KKBOX Music Awards","Movie",2018,"TWN","Arts, Music & Culture","0.00","4.20"
"sqm081800234m4","Norah Jones: Live at Ronnie Scotts","Movie",2018,"GBR","Arts, Music & Culture","0.00","4.20"
"sqm091800001h7","Deadpool 2","Movie",2018,"USA","Action","8.10","4.10"
"sqm091800002h7","Solo: A Star Wars Story","Movie",2018,"USA","Action","7.20","3.60"
"sqm091800003h7","I Feel Pretty","Movie",2018,"USA","Comedy","4.80","2.40"
"sqm091800004m4","Mary and the Witch's Flower","Movie",2017,"JPN","Family","6.80","3.40"
"sqm091800005m4","American Animals","Movie",2018,"GBR","Drama","7.60","3.80"
"sqm091800006m4","The Seagull","Movie",2018,"USA","Drama","6.10","3.10"
"sqm091800007m4","Life of the Party","Movie",2018,"USA","Comedy","5.50","2.80"
"sqm091800008m4","Beast","Movie",2018,"GBR","Drama","7.10","3.60"
"sqm091800009m4","Please Stand By","Movie",2018,"USA","Comedy","6.70","3.40"
"sqm091800010m4","How to Talk to Girls at Parties","Movie",2018,"GBR","Comedy","7.60","3.80"
"sqm091800011m4","Little Pink House","Movie",2018,"CAN","Drama","5.90","3.00"
"sqm091800012m4","Edie","Movie",2018,"GBR","Drama","6.50","3.30"
"sqm091800013m4","White Fang","Movie",2018,"FRA","Animation","6.30","3.20"
"sqm091800014m4","Taxi 5","Movie",2018,"FRA","Action","5.30","2.70"
"sqm091800015m4","Place publique","Movie",2018,"FRA","Comedy","6.20","3.10"
"sqm091800016m4","Rolling to You","Movie",2018,"FRA","Comedy","5.90","3.00"
"sqm091800017m4","This Crazy Heart","Movie",2017,"DEU","Comedy","6.60","3.30"
"sqm091800018m4","Blessed Madness","Movie",2018,"ITA","Comedy","6.00","3.00"
"sqm091800019m4","Put Grandma in the Freezer","Movie",2018,"ITA","Comedy","6.20","3.10"
"sqm091800020m4","Hopelessly Devout","Movie",2018,"ESP","Comedy","7.10","3.60"
"sqm091800021m4","Strawberry Days","Movie",2017,"SWE","Drama","6.60","3.30"
"sqm091800022m4","Always Be With You","Movie",2017,"HKG","Thriller","5.60","2.80"
"sqm091800023m4","Dude's Manual","Movie",2018,"CHN","Comedy","6.50","3.30"
"sqm091800024m4","The Faces of My Gene","Movie",2018,"CHN","Drama","7.30","3.70"
"sqm091800025m4","I am Your Mom","Movie",2018,"CHN","Comedy","4.90","2.50"
"sqm091800026m4","The Leakers","Movie",2018,"HKG","Action","5.10","2.60"
"sqm091800027m4","50 First Kisses","Movie",2017,"JPN","Comedy","6.60","3.30"
"sqm091800028m4","My Little Monster","Movie",2018,"JPN","Comedy","8.50","4.30"
"sqm091800029m4","Recall","Movie",2018,"JPN","Drama","8.50","4.30"
"sqm091800030m4","What a Wonderful Family! 3: My Wife, My Life","Movie",2018,"JPN","Comedy","7.20","3.60"
"sqm091800031m4","Champion","Movie",2018,"KOR","Drama","6.40","3.20"
"sqm091800032m4","Home","Movie",2018,"KOR","Drama","0.00","0.00"
"sqm091800033m4","Unexpectedly Yours","Movie",2017,"PHL","Comedy","7.40","3.70"
"sqm091800034m4","Tazzeka","Movie",2018,"FRA","Comedy","0.00","0.00"
"sqm091800035m4","Baadshaho","Movie",2017,"IND","Action","5.00","2.50"
"sqm091800036m4","Hotel Salvation (Mukti Bhawan)","Movie",2017,"IND","Comedy","7.20","3.60"
"sqm091800037m4","Shaadi Mein Zaroor Aana","Movie",2017,"IND","Family","7.90","4.00"
"sqm091800038m4","Bharat Ennum Naan","Movie",2018,"IND","Thriller","0.00","0.00"
"sqm091800039m4","Chitthi","Movie",2018,"IND","Comedy","8.60","4.30"
"sqm091800040m4","Haami","Movie",2018,"IND","Drama","8.40","4.20"
"sqm091800041m4","Punjab Singh","Movie",2018,"IND","Drama","6.70","3.40"
"sqm091800077m4","Get Out","Movie",2017,"USA","Thriller","7.70","3.90"
"sqm091800078m4","The Hurt Locker","Movie",2008,"USA","Action/Drama","7.60","3.80"
"sqm091800079m4","Seven Pounds","Movie",2008,"USA","Drama","7.60","3.80"
"sqm091800080m4","October Sky","Movie",1999,"USA","Family","7.80","3.90"
"sqm091800081m4","Into the Wild","Movie",2007,"USA","Drama","8.10","4.10"
"sqm091800214m4","Pavarotti, un'emozione senza fine - 10th Anniversary Concert","Movie",2017,"ITA","Arts, Music & Culture","0.00","4.00"
"sqm091800215m4","BBC Proms: First Night of the Proms","Movie",2017,"GBR","Arts, Music & Culture","0.00","4.00"
"sqm091800216m4","Tchaikovsky: Pique Dame","Movie",2016,"DEU","Arts, Music & Culture","0.00","4.00"
"sqm091800217m4","Pablo Picasso at Pompeii – Parade & Pulcinella","Movie",2017,"SPA","Arts, Music & Culture","0.00","4.00"
"sqm091800218m4","The Biggest Weekend Part 1 - Ed Sheeran , Chvrches, Shawn Mendes…","Movie",2018,"GBR","Arts, Music & Culture","7.00","3.50"
"sqm091800219m4","The Biggest Weekend Part 2 - Sam Smith, Demi Lovato, Beck, 30 Seconds To Mars, Camila Cabello","Movie",2018,"GBR","Arts, Music & Culture","7.00","3.50"
"sqm091800220m4","Golden Melody Awards 2018金曲獎GMA","Movie",2018,"TAI","Arts, Music & Culture","0.00","0.00"
"sqm101800001m4","Jurassic World: Fallen Kingdom","Movie",2018,"United States of America(USA)","Action","6.60","3.30"
"sqm101800004m4","Hotel Transylvania 3","Movie",2018,"United States of America(USA)","Family","6.40","3.20"
"sqm101800006m4","Uncle Drew","Movie",2018,"United States of America(USA)","Comedy","5.70","2.90"
"sqm101800007m4","Annihilation","Movie",2018,"United States of America(USA)","Thriller","7.00","3.50"
"sqm101800008m4","Leave No Trace","Movie",2018,"United States of America(USA)","Drama","7.70","3.90"
"sqm101800009m4","You Were Never Really Here","Movie",2018,"United Kingdom of Great Britain and Northern Ireland(GBR)","Thriller","6.90","3.50"
"sqm101800010m4","Hearts Beat Loud","Movie",2018,"United States of America(USA)","Drama","7.10","3.60"
"sqm101800011m4","The Catcher Was a Spy","Movie",2018,"United States of America(USA)","Drama","6.00","3.00"
"sqm101800012m4","The Escape","Movie",2018,"United Kingdom of Great Britain and Northern Ireland(GBR)","Drama","5.80","2.90"
"sqm101800013m4","The Guernsey Literary and Potato Peel Pie Society","Movie",2018,"United Kingdom of Great Britain and Northern Ireland(GBR)","Drama","7.10","3.60"
"sqm101800014m4","The Mercy","Movie",2018,"United Kingdom of Great Britain and Northern Ireland(GBR)","Drama","6.00","3.00"
"sqm101800015m4","At War","Movie",2018,"France(FRA)","Drama","6.80","3.40"
"sqm101800016m4","Keep an Eye Out","Movie",2018,"France(FRA)","Comedy","6.90","3.50"
"sqm101800017m4","Mr. Know-It-All","Movie",2018,"France(FRA)","Comedy","6.60","3.30"
"sqm101800018m4","Cloud Whispers","Movie",2018,"Germany(DEU)","Drama","6.00","3.00"
"sqm101800019m4","There Is No Place Like Home","Movie",2018,"Italy(ITA)","Comedy","6.00","3.00"
"sqm101800020m4","Animal","Movie",2018,"Argentina(ARG)","Drama","6.50","3.30"
"sqm101800021m4","Going Vertical","Movie",2017,"Russian Federation(RUS)","Drama","6.70","3.40"
"sqm101800022m4","Playing Fiancé","Movie",2018,"Poland(POL)","Comedy","5.00","2.50"
"sqm101800023m4","Eternal Wave","Movie",2017,"China(CHN)","Drama","5.50","2.80"
"sqm101800024m4","GATAO 2- The New Leader Rising","Movie",2018,"Taiwan, Province of China(TWN)","Drama","6.70","3.40"
"sqm101800025m4","How Long Will I Love U","Movie",2018,"China(CHN)","Comedy","6.50","3.30"
"sqm101800026m4","Omotenashi","Movie",2018,"Taiwan, Province of China(TWN)","Drama","7.40","3.70"
"sqm101800027m4","Shed Skin Papa","Movie",2018,"Hong Kong(HKG)","Drama","5.80","2.90"
"sqm101800028m4","To My 19 Year Old","Movie",2018,"China(CHN)","Drama","0.00","0.00"
"sqm101800029m4","Two Wrongs Make A Right","Movie",2017,"Hong Kong(HKG)","Comedy","4.40","2.20"
"sqm101800030m4","The Unity of Heroes","Movie",2018,"China(CHN)","Martial Arts","0.00","0.00"
"sqm101800031m4","After The Rain","Movie",2018,"Japan(JPN)","Drama","8.30","4.20"
"sqm101800032m4","Detective Conan: Zero the Enforcer","Movie",2018,"Japan(JPN)","Animation","7.80","3.90"
"sqm101800033m4","OVER DRIVE","Movie",2018,"Japan(JPN)","Action","7.60","3.80"
"sqm101800034m4","Rainbow Days","Movie",2018,"Japan(JPN)","Drama","0.00","0.00"
"sqm101800035m4","Bhavesh Joshi Superhero","Movie",2018,"India(IND)","Action","7.60","3.80"
"sqm101800036m4","Ittefaq","Movie",2017,"India(IND)","Thriller","7.20","3.60"
"sqm101800037m4","Secret Superstar","Movie",2017,"India(IND)","Family","8.10","4.10"
"sqm101800038m4","Mersal","Movie",2017,"India(IND)","Action","8.20","4.10"
"sqm101800039m4","Dr. Nawariyan","Movie",2017,"Sri Lanka(LKA)","Family","7.40","3.70"
"sqm101800040m4","GujjuBhai - Most Wanted","Movie",2018,"India(IND)","Comedy","7.60","3.80"
"sqm101800041m4","Mayaanadhi","Movie",2017,"India(IND)","Drama","8.00","4.00"
"sqm101800042m4","Sudani from Nigeria","Movie",2018,"India(IND)","Comedy","8.60","4.30"
"sqm101800043m4","Tagaru","Movie",2018,"India(IND)","Action","8.40","4.20"
"sqm101800044m4","Believer","Movie",2018,"Korea (Republic of)(KOR)","Action","6.10","3.10"
"sqm101800045m4","The Accidental Detective 2: In ACTION","Movie",2018,"Korea (Republic of)(KOR)","Action","6.80","3.40"
"sqm101800046m4","The Witch: Part 1. The Subversion","Movie",2018,"Korea (Republic of)(KOR)","Action","7.30","3.70"
"sqm101800047m4","Go-Go Sisters","Movie",2018,"Viet Nam(VNM)","Comedy","7.70","3.90"
"sqm101800048m4","Bath Moubacher","Movie",2017,"Egypt(EGY)","Comedy","0.00","0.00"
"sqm101800049m4","The Incredibles","Movie",2004,"United States of America(USA)","Family","8.00","4.00"
"sqm101800050m4","Megamind","Movie",2010,"United States of America(USA)","Family","7.30","3.70"
"sqm101800051m4","The Road to El Dorado","Movie",2000,"United States of America(USA)","Family","6.90","3.50"
"sqm101800052m4","Song of the Sea","Movie",2014,"Ireland(IRL)","Family","8.10","4.10"
"sqm101800053m4","Anastasia (1997)","Movie",1997,"United States of America(USA)","Family","7.10","3.60"
"sqm101800054m4","Tarzan (1999)","Movie",1999,"United States of America(USA)","Family","7.20","3.60"
"sqm101800055m4","Hugo","Movie",2011,"United States of America(USA)","Drama","7.50","3.80"
"sqm101800056m4","Lemony Snicket's A Series of Unfortunate Events","Movie",2004,"United States of America(USA)","Family","6.80","3.40"
